# Date: 20201209,,,,,
# Operator: RDP,,,,,
# Notes: NEW Rig, 15Nm, Bare, mount3,,
# Tap_cm: 5.0,,,,,
# Sample: X-4,SOX 717-C (124-408) 1,,,,
# Fit of Tap:,,,,,
"#	Ic = 111 +/- 1.3 A",,,,,
"#	n = 50 +/- 1.2 ",,,,,
"#	Vc = 5 uV",,,,,
"#	Vfloor = 0.994 +/- inf uV",,,,,
"#	R = 7.03 +/- inf Ohms",,,,,
Tap [uV],Shunt [A],Supply [A],Time [S],Hall [A],Cernox [T]
0.7,0.05,0,0.025736,43.29273,0.269771
0.8,0.27,0.166667,0.041441,43.20734,0.271619
1.2,0.33,0.333333,0.057002,42.95117,0.267923
1.1,0.47,0.5,0.072551,42.695,0.269771
1.1,0.67,0.666667,0.08911,42.695,0.273466
0.9,0.83,0.833333,0.10466,42.52422,0.275314
1.2,0.97,1,0.121257,42.43883,0.271619
1,1.09,1.166667,0.136802,42.18266,0.273466
1.3,1.29,1.333333,0.153348,42.26805,0.271619
1,1.39,1.5,0.168937,41.8411,0.269771
1.2,1.55,1.666667,0.185568,42.09727,0.277162
1.2,1.71,1.833333,0.200678,42.35344,0.267923
1.1,1.87,2,0.217246,42.09727,0.267923
1,2.05,2.166667,0.233516,42.26805,0.271619
1,2.17,2.333333,0.249097,42.43883,0.267923
1.1,2.29,2.5,0.26464,42.95117,0.271619
1,2.45,2.666667,0.281344,43.03656,0.273466
1.1,2.53,2.833333,0.296953,43.12195,0.275314
1.2,2.69,3,0.313501,43.46351,0.271619
0.9,2.87,3.166667,0.329073,43.37812,0.273466
1.2,2.99,3.333333,0.344691,43.5489,0.273466
1.1,3.19,3.5,0.361313,43.46351,0.271619
1,3.39,3.666667,0.376891,43.46351,0.271619
1,3.51,3.833333,0.393439,43.63429,0.267923
0.9,3.69,4,0.40901,43.46351,0.273466
1.1,3.85,4.166667,0.42456,43.20734,0.269771
0.8,3.97,4.333333,0.441486,43.37812,0.273466
1.1,3.85,4.5,0.45727,42.95117,0.267923
1.1,4.31,4.666667,0.472974,42.43883,0.271619
0.9,4.45,4.833333,0.489575,42.52422,0.267923
0.9,4.61,5,0.504656,42.09727,0.269771
1,4.75,5.166667,0.521336,42.09727,0.267923
1,4.97,5.333333,0.536981,42.01188,0.271619
1.1,4.99,5.5,0.55254,41.8411,0.273466
1.1,5.23,5.666667,0.569118,42.01188,0.271619
1,5.41,5.833333,0.584729,42.18266,0.273466
1,5.55,6,0.601326,41.8411,0.273466
1.1,5.73,6.166667,0.616939,42.09727,0.267923
1.1,5.83,6.333333,0.633489,42.09727,0.273466
1,5.97,6.5,0.649073,42.43883,0.273466
1.1,6.17,6.666667,0.664687,42.86578,0.267923
0.9,6.31,6.833333,0.681287,42.95117,0.266075
1.1,6.35,7,0.696821,43.03656,0.271619
1.2,6.59,7.166667,0.713352,42.86578,0.271619
1.1,6.75,7.333333,0.730563,43.03656,0.271619
1.2,6.93,7.5,0.74703,43.12195,0.271619
1,7.09,7.666667,0.762579,43.46351,0.269771
